Species,Long,Lat,Source
Lontra canadensis,-71.4647349933,42.4121240985,inat
Lontra canadensis,-72.238954316,42.375883746,inat
Lontra canadensis,-81.81215,26.2226916667,inat
Lontra canadensis,-113.8954083333,55.0007972217,inat
Lontra canadensis,-131.7253034775,55.5113270299,inat
Lontra canadensis,-123.1476787,48.1748156,inat
Lontra canadensis,-66.12165,45.82053,inat
Lontra canadensis,-66.12200283,45.822445,inat
Lontra canadensis,-71.5601192971,42.4148830441,inat
Lontra canadensis,-71.56005,42.415225,inat
Lontra canadensis,-82.151525,29.7141222222,inat
Lontra canadensis,-96.7780851677,33.1123385398,inat
Lontra canadensis,-92.7585749538,45.2153018277,inat
Lontra canadensis,-123.4559671116,48.4317415953,inat
Lontra canadensis,-72.58483833,43.630295,inat
Lontra canadensis,-76.5721542388,35.726132447,inat
Lontra canadensis,-92.7548149881,45.2193018934,inat
Lontra canadensis,-123.8701402595,48.3788688576,inat
Lontra canadensis,-92.8394471481,29.6875622566,inat
Lontra canadensis,-71.47898,42.487545,inat
Lontra canadensis,-76.5953448524,35.6898469495,inat
Lontra canadensis,-121.72727,38.6539033333,inat
Lontra canadensis,-81.601228416,26.5757700536,inat
Lontra canadensis,-81.5088090754,41.0493728545,inat
Lontra canadensis,-118.9368093354,46.153594684,inat
Lontra canadensis,-122.6589816301,38.2133419766,inat
Lontra canadensis,-73.876145,40.84514667,inat
Lontra canadensis,-72.58388667,43.63063333,inat
Lontra canadensis,-83.6067357428,32.8369759435,inat
Lontra canadensis,-81.0522923,31.9472785,inat
Lontra canadensis,-122.2110985,47.6986138,inat
Lontra canadensis,-71.56140833,42.41448667,inat
Lontra canadensis,-72.7151987795,42.841556333,inat
Lontra canadensis,-73.4547123042,41.8470989484,inat
Lontra canadensis,-73.4474961979,41.8500233524,inat
Lontra canadensis,-123.8245166667,40.1269066667,inat
Lontra canadensis,-74.5784808108,41.0786187463,inat
Lontra canadensis,-80.9933957,28.5692969,inat
Lontra canadensis,-94.8339210367,29.4322628193,inat
Lontra canadensis,-97.1725746116,28.9134626335,inat
Lontra canadensis,-88.71921667,30.37643333,inat
Lontra canadensis,-96.797389661,30.5551603603,inat
Lontra canadensis,-72.716754,42.883438,inat
Lontra canadensis,-72.707511,42.857403,inat
Lontra canadensis,-72.72232,42.837079,inat
Lontra canadensis,-85.6168705167,38.9700660124,inat
Lontra canadensis,-76.1011251159,36.7847832915,inat
Lontra canadensis,-72.5720891852,44.2822464612,inat
Lontra canadensis,-81.3957214355,28.3062858582,inat
Lontra canadensis,-110.4559017988,44.4125820644,inat
Lontra canadensis,-123.3018845664,48.4899949999,inat
Lontra canadensis,-96.3746643117,30.526473264,inat
Lontra canadensis,-73.416193,43.578197,inat
Lontra canadensis,-76.1566005729,39.624012366,inat
Lontra canadensis,-81.6867241307,26.6501827589,inat
Lontra canadensis,-121.6165194724,38.5148381476,inat
Lontra canadensis,-84.3007078394,30.4286420042,inat
Lontra canadensis,-121.3948277778,44.9602277778,inat
Lontra canadensis,-98.0208241473,31.0923423754,inat
Lontra canadensis,-122.2103500366,47.7009162903,inat
Lontra canadensis,-122.6062076895,37.9500086818,inat
Lontra canadensis,-80.3902419095,27.3570098418,inat
Lontra canadensis,-123.8768916667,46.124735,inat
Lontra canadensis,-97.5394444693,30.6582604883,inat
Lontra canadensis,-121.43808667,38.26449167,inat
Lontra canadensis,-122.42189055,47.66789709,inat
Lontra canadensis,-76.3396682739,38.0722084045,inat
Lontra canadensis,-121.4381522717,38.2645307541,inat
Lontra canadensis,-78.33521992,35.21946097,inat
Lontra canadensis,-93.154275,44.46587833,inat
Lontra canadensis,-122.69925110370001,48.5895093077,inat
Lontra canadensis,-122.5139291642,37.7803157053,inat
Lontra canadensis,-121.5774078489,38.7432007296,inat
Lontra canadensis,-96.1754448533,31.7376948071,inat
Lontra canadensis,-96.1679792761,31.7032524074,inat
Lontra canadensis,-121.6204433333,38.533615,inat
Lontra canadensis,-77.1706927554,38.3398186296,inat
Lontra canadensis,-80.876252,33.8174114,inat
Lontra canadensis,-72.3297,42.4833216667,inat
Lontra canadensis,-96.1893898092,31.7094420552,inat
Lontra canadensis,-81.6411089246,28.7055816595,inat
Lontra canadensis,-122.7049042973,48.018180251,inat
Lontra canadensis,-87.8669310361,43.3845024201,inat
Lontra canadensis,-81.5589943899,28.4130939697,inat
Lontra canadensis,-81.006,25.76,inat
Lontra canadensis,-123.4518097715,48.7694459176,inat
Lontra canadensis,-121.342644,38.579548,inat
Lontra canadensis,-81.6670422816,28.7016122416,inat
Lontra canadensis,-135.35323813,57.04743483,inat
Lontra canadensis,-123.3079908924,48.4109934521,inat
Lontra canadensis,-96.8963004384,32.4759186095,inat
Lontra canadensis,-74.100375,40.78509833,inat
Lontra canadensis,-97.7842721293,30.7431463791,inat
Lontra canadensis,-123.822012,40.130241,inat
Lontra canadensis,-123.3101730347,48.4948768616,inat
Lontra canadensis,-123.3100275113,48.4948787357,inat
Lontra canadensis,-123.3108757809,48.4950903471,inat
Lontra canadensis,-123.3105163574,48.4949302673,inat
Lontra canadensis,-116.0227533974,50.5187300966,inat
Lontra canadensis,-116.0227287699,50.5186765083,inat
Lontra canadensis,-76.26860833,38.439555,inat
Lontra canadensis,-122.9509933333,38.1191433333,inat
Lontra canadensis,-122.9507383333,38.1192466667,inat
Lontra canadensis,-76.287660896,45.4392161319,inat
Lontra canadensis,-81.8141068798,26.4538699575,inat
Lontra canadensis,-71.0234,42.722125,inat
Lontra canadensis,-78.4462661743,44.4799728394,inat
Lontra canadensis,-78.0697208,44.72640611,inat
Lontra canadensis,-87.91586333,43.10564167,inat
Lontra canadensis,-121.8355113752,38.0155365879,inat
Lontra canadensis,-81.5212861111,33.9890027778,inat
Lontra canadensis,-121.1876369762,44.2708135234,inat
Lontra canadensis,-121.0009394353,44.2502964086,inat
Lontra canadensis,-146.3194947688,61.1389537423,inat
Lontra canadensis,-82.0768396186,26.4510783038,inat
Lontra canadensis,-97.6072948286,30.2965445706,inat
Lontra canadensis,-78.3986266051,37.3078990786,inat
Lontra canadensis,-96.6126552827,31.6615307988,inat
Lontra canadensis,-81.5207772851,41.105051524,inat
Lontra canadensis,-121.62174,38.5521216667,inat
Lontra canadensis,-121.6244633333,38.55219,inat
Lontra canadensis,-135.3104032744,57.0452268773,inat
Lontra canadensis,-81.5565619252,41.1816619757,inat
Lontra canadensis,-73.2275118179,43.6562366018,inat
Lontra canadensis,-77.4493866667,36.7772366667,inat
Lontra canadensis,-78.8508079162,48.8502012688,inat
Lontra canadensis,-123.112126062,44.0735994825,inat
Lontra canadensis,-123.1127912492,44.0728209594,inat
Lontra canadensis,-123.1129432315,44.0703629428,inat
Lontra canadensis,-84.3079649164,30.4036929027,inat
Lontra canadensis,-81.4255593918,41.1614717482,inat
Lontra canadensis,-81.5764223151,29.0818058316,inat
Lontra canadensis,-81.5689892352,41.05619349,inat
Lontra canadensis,-122.0965023934,47.6486903252,inat
Lontra canadensis,-76.8590466667,39.2416283333,inat
Lontra canadensis,-77.8019166667,38.7802083333,inat
Lontra canadensis,-81.6086671983,26.3727113069,inat
Lontra canadensis,-93.1908448544,44.8772929057,inat
Lontra canadensis,-73.6948142,45.6838,inat
Lontra canadensis,-96.0513941031,30.4235757687,inat
Lontra canadensis,-121.7274024491,38.0101633297,inat
Lontra canadensis,-110.4266911117,44.7147609821,inat
Lontra canadensis,-81.1354807127,41.462383861,inat
Lontra canadensis,-75.8403575443,45.1599835218,inat
Lontra canadensis,-72.6170666667,42.3039333333,inat
Lontra canadensis,-72.510173044,45.1777595565,inat
Lontra canadensis,-122.5187864,38.0251302,inat
Lontra canadensis,-76.7584599775,44.2260102594,inat
Lontra canadensis,-123.5320883333,48.366475,inat
Lontra canadensis,-72.5336837769,44.4424285889,inat
Lontra canadensis,-120.1537954062,38.184601875,inat
Lontra canadensis,-74.5685335902,40.3539332205,inat
Lontra canadensis,-123.824669,40.126467,inat
Lontra canadensis,-124.5287127256,49.8327624839,inat
Lontra canadensis,-122.5596136,48.4914939,inat
Lontra canadensis,-121.5973917775,45.720666988,inat
Lontra canadensis,-122.8060400857,39.0177807674,inat
Lontra canadensis,-81.3743558619,28.8523958065,inat
Lontra canadensis,-78.1315819772,44.3703394333,inat
Lontra canadensis,-72.55854667,42.87032,inat
Lontra canadensis,-122.0269966667,38.4923183333,inat
Lontra canadensis,-122.52806167,37.89923833,inat
Lontra canadensis,-122.2540168212,47.6774008267,inat
Lontra canadensis,-78.6791459785,45.5540977003,inat
Lontra canadensis,-122.4960722563,38.2029260994,inat
Lontra canadensis,-122.5232566,38.35151409,inat
Lontra canadensis,-93.1164133333,44.9211533333,inat
Lontra canadensis,-79.0770692,37.5432662,inat
Lontra canadensis,-75.9099999058,35.7509126455,inat
Lontra canadensis,-121.0836013204,39.0359684667,inat
Lontra canadensis,-122.5086595681,38.0313464712,inat
Lontra canadensis,-122.951160036,38.1198619138,inat
Lontra canadensis,-95.2906393655,30.0656315911,inat
Lontra canadensis,-71.5601985086,42.415048513,inat
Lontra canadensis,-71.560162265,42.414771396,inat
Lontra canadensis,-122.479184466,37.9717545015,inat
Lontra canadensis,-124.1982483333,41.94426,inat
Lontra canadensis,-135.6543406387,57.0136167642,inat
Lontra canadensis,-149.923994874,61.2076406744,inat
Lontra canadensis,-78.3903556564,44.7748440926,inat
Lontra canadensis,-123.1524594873,49.3122371487,inat
Lontra canadensis,-122.7945112641,48.5156213187,inat
Lontra canadensis,-97.7324569661,30.7100706555,inat
Lontra canadensis,-95.5934123302,29.8053016542,inat
Lontra canadensis,-95.5846786263,29.9162746197,inat
Lontra canadensis,-122.8909912109,44.5160942078,inat
Lontra canadensis,-76.4197746249,38.3329697478,inat
Lontra canadensis,-71.03101383,42.72282,inat
Lontra canadensis,-71.4289725837,42.6501732543,inat
Lontra canadensis,-77.7382172322,44.013214344,inat
Lontra canadensis,-77.7381823635,44.0132066281,inat
Lontra canadensis,-77.7381930922,44.0132250814,inat
Lontra canadensis,-123.7035444444,49.1254055556,inat
Lontra canadensis,-122.0437802823,37.9199641375,inat
Lontra canadensis,-93.242313265799993,44.9153643319,inat
Lontra canadensis,-72.32311527,42.67463449,inat
Lontra canadensis,-122.24928,37.8961283333,inat
Lontra canadensis,-122.2514933333,37.897215,inat
Lontra canadensis,-135.335977656,57.055236821,inat
Lontra canadensis,-80.1612547677,26.7086220693,inat
Lontra canadensis,-82.12738883,26.45337167,inat
Lontra canadensis,-121.9095543388,38.0988468067,inat
Lontra canadensis,-82.6531837233,27.7299058689,inat
Lontra canadensis,-80.2125140875,26.4994739094,inat
Lontra canadensis,-123.164862,49.32705,inat
Lontra canadensis,-123.9407491733,49.1717171154,inat
Lontra canadensis,-81.940125511,26.8582654197,inat
Lontra canadensis,-81.8125841189,26.2231286821,inat
Lontra canadensis,-124.4006935764,40.4200313151,inat
Lontra canadensis,-122.6307259127,38.4270057733,inat
Lontra canadensis,-124.4002456665,40.4194793701,inat
Lontra canadensis,-81.4805120164,41.0623068501,inat
Lontra canadensis,-81.4780416667,27.815295,inat
Lontra canadensis,-78.3987418726,45.5672855686,inat
Lontra canadensis,-122.0440293351,37.9216935885,inat
Lontra canadensis,-122.53455333,38.98348833,inat
Lontra canadensis,-81.940050574,26.8583668062,inat
Lontra canadensis,-131.8243116667,53.2593216667,inat
Lontra canadensis,-79.2129345634,43.8236240528,inat
Lontra canadensis,-94.9064979585,30.5261498944,inat
Lontra canadensis,-116.4113390912,48.7303410704,inat
Lontra canadensis,-75.8759343123,45.5254452322,inat
Lontra canadensis,-80.9932607437,28.5753802098,inat
Lontra canadensis,-60.608405,46.045645,inat
Lontra canadensis,-121.3249987364,44.0418089016,inat
Lontra canadensis,-94.9318141397,30.4724058767,inat
Lontra canadensis,-94.8082830822,31.3935001833,inat
Lontra canadensis,-71.5051053359,42.7331058063,inat
Lontra canadensis,-90.371566670000007,31.55277833,inat
Lontra canadensis,-80.0585442977,40.94628802,inat
Lontra canadensis,-122.2520358862,37.896676655,inat
Lontra canadensis,-122.5097316667,38.0303283333,inat
Lontra canadensis,-122.50884,38.0304833333,inat
Lontra canadensis,-77.3168967292,38.3899487109,inat
Lontra canadensis,-82.4669236737,27.1909360484,inat
Lontra canadensis,-122.607291732,37.9504943937,inat
Lontra canadensis,-121.3421173096,43.9676628113,inat
Lontra canadensis,-68.1905981306,44.3123650428,inat
Lontra canadensis,-81.2531618794,41.3841864855,inat
Lontra canadensis,-121.630273505,38.5524619633,inat
Lontra canadensis,-122.0447058113,39.1875667064,inat
Lontra canadensis,-76.2548271194,37.4097844511,inat
Lontra canadensis,-75.90588,45.369954,inat
Lontra canadensis,-124.680336602,48.2758837588,inat
Lontra canadensis,-122.121005619,47.7600534366,inat
Lontra canadensis,-121.7523944652,37.2090931382,inat
Lontra canadensis,-121.7519478262,37.2086699111,inat
Lontra canadensis,-85.2898448947,44.2837223176,inat
Lontra canadensis,-96.6503903193,33.1285799584,inat
Lontra canadensis,-92.0217028224,31.5485125237,inat
Lontra canadensis,-122.2692946461,37.9126447473,inat
Lontra canadensis,-78.7197633333,45.0450833333,inat
Lontra canadensis,-82.5690180156,29.0421865374,inat
Lontra canadensis,-81.1698282636,28.5870775791,inat
Lontra canadensis,-79.4920260134,39.944015177,inat
Lontra canadensis,-76.5428383333,36.6211083333,inat
Lontra canadensis,-122.7192209431,42.2148954914,inat
Lontra canadensis,-92.6336303916,45.8458637053,inat
Lontra canadensis,-71.2204188,42.2694207,inat
Lontra canadensis,-77.678755,34.35992,inat
Lontra canadensis,-91.3370224271,36.8032214251,inat
Lontra canadensis,-80.7358169556,28.2357578278,inat
Lontra canadensis,-80.20857167,45.397695,inat
Lontra canadensis,-82.72299381,27.98951966,inat
Lontra canadensis,-93.0770101,29.95147775,inat
Lontra canadensis,-123.7008689716,48.3844687022,inat
Lontra canadensis,-123.6936340481,48.3806892423,inat
Lontra canadensis,-122.02831716,38.49383283,inat
Lontra canadensis,-85.0570730776,31.9943039714,inat
Lontra canadensis,-88.8719204504,37.4675379996,inat
Lontra canadensis,-122.2155112231,47.4991823376,inat
Lontra canadensis,-122.9505665973,38.1209528534,inat
Lontra canadensis,-121.9469250914,39.7278056105,inat
Lontra canadensis,-122.7523962782,42.4145711214,inat
Lontra canadensis,-97.7934816858,30.7953200886,inat
Lontra canadensis,-73.2842005044,45.4479278081,inat
Lontra canadensis,-96.1137312154,31.7141954771,inat
Lontra canadensis,-95.8766882375,29.7169945204,inat
Lontra canadensis,-80.2045381,26.9448111,inat
Lontra canadensis,-122.2511966667,37.8973283333,inat
Lontra canadensis,-124.0511441546,46.2860187979,inat
Lontra canadensis,-78.29068,43.97277833,inat
Lontra canadensis,-78.345052038,45.6184817543,inat
Lontra canadensis,-91.5562824129,31.5592148136,inat
Lontra canadensis,-81.8692442312,26.6912893216,inat
Lontra canadensis,-122.95133833,38.11921667,inat
Lontra canadensis,-92.3373712597,36.1087713497,inat
Lontra canadensis,-77.3158,44.481734,inat
Lontra canadensis,-72.55091688,41.3635244151,inat
Lontra canadensis,-123.822162,40.129765,inat
Lontra canadensis,-123.822275,40.129944,inat
Lontra canadensis,-123.822385,40.129867,inat
Lontra canadensis,-135.3358833151,57.0554058984,inat
Lontra canadensis,-122.2508266667,37.8970133333,inat
Lontra canadensis,-121.0711353645,38.6806550866,inat
Lontra canadensis,-122.9506192356,38.1203915596,inat
Lontra canadensis,-94.93142,47.663025,inat
Lontra canadensis,-123.5003853581,38.7390509696,inat
Lontra canadensis,-79.0964116529,44.5134865862,inat
Lontra canadensis,-122.6127302132,45.5738448401,inat
Lontra canadensis,-122.6833937731,47.8393400533,inat
Lontra canadensis,-96.01799667,50.11719833,inat
Lontra canadensis,-122.52619167,37.83190333,inat
Lontra canadensis,-121.2255779654,38.5024301579,inat
Lontra canadensis,-132.018318515,54.0250078764,inat
Lontra canadensis,-122.6349131717,38.4281981222,inat
Lontra canadensis,-65.02845833,44.67194667,inat
Lontra canadensis,-94.6093848502,29.8050343499,inat
Lontra canadensis,-78.4131336275,45.6341941994,inat
Lontra canadensis,-78.7138719857,35.7747273115,inat
Lontra canadensis,-70.662405,42.6296783333,inat
Lontra canadensis,-123.825161,40.126516,inat
Lontra canadensis,-80.0097177992,40.797495815,inat
Lontra canadensis,-84.1385973642,30.1407110899,inat
Lontra canadensis,-78.7134330255,35.7749649603,inat
Lontra canadensis,-81.0734808,34.0103731,inat
Lontra canadensis,-123.824908,40.126385,inat
Lontra canadensis,-123.824987,40.126551,inat
Lontra canadensis,-80.1070945,33.85347833,inat
Lontra canadensis,-77.312927,44.480166,inat
Lontra canadensis,-93.477549,44.97771,inat
Lontra canadensis,-122.013825,39.4429383333,inat
Lontra canadensis,-149.5767049501,59.8977318272,inat
Lontra canadensis,-121.34229167,43.96768,inat
Lontra canadensis,-76.4094025,35.7920719,inat
Lontra canadensis,-71.7886943304,42.0460739992,inat
Lontra canadensis,-81.5695883,36.2774254,inat
Lontra canadensis,-90.9503663787,33.7224818726,inat
Lontra canadensis,-82.4844993974,36.5019719402,inat
Lontra canadensis,-122.1628014635,39.422711525,inat
Lontra canadensis,-122.3396868,47.6343524,inat
Lontra canadensis,-83.4375214577,45.6012450166,inat
Lontra canadensis,-77.383733413,37.2071574917,inat
Lontra canadensis,-75.547875,39.75502833,inat
Lontra canadensis,-123.0567461997,44.9249458075,inat
Lontra canadensis,-81.0733271982,34.0098234202,inat
Lontra canadensis,-78.417357206,35.7461355312,inat
Lontra canadensis,-97.7650554301,30.7036602644,inat
Lontra canadensis,-123.3818292618,48.4225938557,inat
Lontra canadensis,-76.7211369126,44.1337009109,inat
Lontra canadensis,-84.2305833333,30.4575133333,inat
Lontra canadensis,-91.2647490771,47.6105076202,inat
Lontra canadensis,-122.9749756678,38.2696220562,inat
Lontra canadensis,-123.729905,49.44784167,inat
Lontra canadensis,-122.6587028251,48.0555357312,inat
Lontra canadensis,-121.5394681692,38.6419365187,inat
Lontra canadensis,-121.8157,39.3263,ecoengine
Lontra canadensis,-123.3242,40.2675,ecoengine
Lontra canadensis,-121.4854,47.7731,ecoengine
Lontra canadensis,-121.9728,38.1513,ecoengine
Lontra canadensis,-124.0599,40.5378,ecoengine
Lontra canadensis,-139.2956,59.4239,ecoengine
Lontra canadensis,-97.2134,40.9664,ecoengine
Lontra canadensis,-122.0466,38.1716,ecoengine
Lontra canadensis,-147.6956,59.9702,ecoengine
Lontra canadensis,-135.9349,59.4163,ecoengine
Lontra canadensis,-132.805,54.8708,ecoengine
Lontra canadensis,-147.0112,60.3067,ecoengine
Lontra canadensis,-114.6363,34.9654,ecoengine
Lontra canadensis,-124.0027,40.5377,ecoengine
Lontra canadensis,-124.2159,40.5024,ecoengine
Lontra canadensis,-117.451,40.9599,ecoengine
Lontra canadensis,-115.2956,41.0499,ecoengine
Lontra canadensis,-122.0586,38.1307,ecoengine
Lontra canadensis,-115.3917,41.8405,ecoengine
Lontra canadensis,-134.2517,57.533,ecoengine
Lontra canadensis,-121.6576,38.5619,ecoengine
Lontra canadensis,-114.0311,41.9682,ecoengine
Lontra canadensis,-123.653,39.7176,ecoengine
Lontra canadensis,-93.6153,29.8346,ecoengine
Lontra canadensis,-122.0551,38.1852,ecoengine
Lontra canadensis,-76.0313,38.4602,ecoengine
Lontra canadensis,-150.7367,60.5563,ecoengine
Lontra canadensis,-121.8423,38.7938,ecoengine
Lontra canadensis,-80.1077,32.7939,ecoengine
Lontra canadensis,-76.0809,38.5725,ecoengine
Lontra canadensis,-110.706,45.0326,ecoengine
Lontra canadensis,-133.8928,55.8928,ecoengine
Lontra canadensis,-121.6249,38.5661,ecoengine
Lontra canadensis,-147.2452,60.2402,ecoengine
Lontra canadensis,-122.069,38.1952,ecoengine
Lontra canadensis,-122.7528,38.0861,ecoengine
Lontra canadensis,-135.1987,57.4413,ecoengine
Lontra canadensis,-122.8016,48.562,ecoengine
Lontra canadensis,-114.315,48.1965,ecoengine
Lontra canadensis,-87.0645,45.7453,ecoengine
Lontra canadensis,-92.301,45.5247,ecoengine
Lontra canadensis,-75.3082,39.8879,ecoengine
Lontra canadensis,-75.526,39.1589,ecoengine
Lontra canadensis,-75.5008,39.4506,ecoengine
Lontra canadensis,-75.6618,39.4581,ecoengine
Lontra canadensis,-84.1499,33.0068,ecoengine
Lontra canadensis,-145.7595,60.5422,ecoengine
Lontra canadensis,-80.6081,28.0836,ecoengine
Lontra canadensis,-89.20833,35.50028,idigbio
Lontra canadensis,-123.14737101980676,47.08867235703791,idigbio
Lontra canadensis,-77.0163381,34.7486508,idigbio
Lontra canadensis,-74.252658,44.438666000000005,idigbio
Lontra canadensis,-122.7819,47.6522,idigbio
Lontra canadensis,-89.19167,36.25889,idigbio
Lontra canadensis,-123.39652694201423,45.61973292164985,idigbio
Lontra canadensis,-122.84547,47.51111,idigbio
Lontra canadensis,-78.4833333,46.0333333,idigbio
Lontra canadensis,-82.5,27.7,idigbio
Lontra canadensis,-134.95,57.7833333333,idigbio
Lontra canadensis,-81.43028,30.40278,idigbio
Lontra canadensis,-77.429199,42.482714,idigbio
Lontra canadensis,-111.781389,44.630278,idigbio
Lontra canadensis,-83.91252,48.99275,idigbio
Lontra canadensis,-89.66139,35.29611,idigbio
Lontra canadensis,-83.6833333,47.7166667,idigbio
Lontra canadensis,-83.2666667,47.45,idigbio
Lontra canadensis,-74.283416,43.772213,idigbio
Lontra canadensis,-87.89511847252483,48.75155315230976,idigbio
Lontra canadensis,-156.9333333333,64.7333333333,idigbio
Lontra canadensis,-73.819044,43.027328,idigbio
Lontra canadensis,-82.69,27.71,idigbio
Lontra canadensis,-152.1666666667,63.8333333333,idigbio
Lontra canadensis,-72.745940838968,41.622199078280644,idigbio
Lontra canadensis,-74.481273,44.238387,idigbio
Lontra canadensis,-71.81306,42.9875,idigbio
Lontra canadensis,-82.32838,29.63327,idigbio
Lontra canadensis,-127.0333333333,65.2333333333,idigbio
Lontra canadensis,-133.8,56.7,idigbio
Lontra canadensis,-124.36603993584168,47.957579726557974,idigbio
Lontra canadensis,-153,63,idigbio
Lontra canadensis,-75.51265,42.94667,idigbio
Lontra canadensis,-122.14305857092467,52.14162352184903,idigbio
Lontra canadensis,-74.841532,41.682759,idigbio
Lontra canadensis,-74.015278,42.4775,idigbio
Lontra canadensis,-122.329,47.639,idigbio
Lontra canadensis,-131.9833333333,56.35,idigbio
Lontra canadensis,-89.22145900000001,36.009238,idigbio
Lontra canadensis,-122.1795,47.4771,idigbio
Lontra canadensis,-81.037468,25.857289,idigbio
Lontra canadensis,-80.4,27.65,idigbio
Lontra canadensis,-88.18,36.28333,idigbio
Lontra canadensis,-88.320993,35.804423,idigbio
Lontra canadensis,-83.3166667,45.95,idigbio
Lontra canadensis,-73.595138,42.058992,idigbio
Lontra canadensis,-91.237611,34.932879,idigbio
Lontra canadensis,-89.871042,35.334388,idigbio
Lontra canadensis,-81.4795678,26.2841199,idigbio
Lontra canadensis,-73.747896,42.6425,idigbio
Lontra canadensis,-75.257082,43.241673,idigbio
Lontra canadensis,-122.8433,47.4425,idigbio
Lontra canadensis,-71.89167,41.07222,idigbio
Lontra canadensis,0,0,idigbio
Lontra canadensis,-94.3654938,33.0268402,idigbio
Lontra canadensis,-156.6955555556,59.2225,idigbio
Lontra canadensis,-80.39,27.63,idigbio
Lontra canadensis,-84.9166667,54.5,idigbio
Lontra canadensis,-81.7666667,47.0333333,idigbio
Lontra canadensis,-103.771556,44.967243,idigbio
Lontra canadensis,-118.45115163890637,52.1332892107423,idigbio
Lontra canadensis,-152.31222,63.88278,idigbio
Lontra canadensis,-123.05,47.3706,idigbio
Lontra canadensis,-74.136385,42.529021,idigbio
Lontra canadensis,-124.57556529257964,47.949535458557285,idigbio
Lontra canadensis,-110.76167,43.48,idigbio
Lontra canadensis,-93.3594284,45.3868675,idigbio
Lontra canadensis,-77.6761725,42.4082012,idigbio
Lontra canadensis,-80.76,41.32,idigbio
Lontra canadensis,-89.40361,36.365,idigbio
Lontra canadensis,-81.9,47.0333333,idigbio
Lontra canadensis,-82.45861,28.1505306,idigbio
Lontra canadensis,-122.675,47.8603,idigbio
Lontra canadensis,-83.96,30.16,idigbio
Lontra canadensis,-139.55,59.7166666667,idigbio
Lontra canadensis,-105.8785,39.9835,idigbio
Lontra canadensis,-74.567221,41.730901,idigbio
Lontra canadensis,-78.40512,44.57604,idigbio
Lontra canadensis,-72.3539,41.1389,idigbio
Lontra canadensis,-150.25,60.1666667,idigbio
Lontra canadensis,-122.6275,47.4119,idigbio
Lontra canadensis,-77.8219,34.2134,idigbio
Lontra canadensis,-131.9533333333,55.5294444444,idigbio
Lontra canadensis,-122.6047,46.9422,idigbio
Lontra canadensis,-81.31639,26.945,idigbio
Lontra canadensis,-82.249845,30.813428,idigbio
Lontra canadensis,-150.5068601527792,60.33435042913111,idigbio
Lontra canadensis,-82.78,29.96,idigbio
Lontra canadensis,-165.0666666667,65.15,idigbio
Lontra canadensis,-122.7703,48.0492,idigbio
Lontra canadensis,-89.4983333333,38.1497222222,idigbio
Lontra canadensis,-131.8833333333,56.2333333333,idigbio
Lontra canadensis,-95.25,67.25,idigbio
Lontra canadensis,-106.663485,35.078382,idigbio
Lontra canadensis,-82.69,29.280000000000005,idigbio
Lontra canadensis,-122.8272,47.6397,idigbio
Lontra canadensis,-81.5715727,25.9761064,idigbio
Lontra canadensis,-82.37528,29.64694,idigbio
Lontra canadensis,-74.978491,43.322291,idigbio
Lontra canadensis,-81.34194,26.26889,idigbio
Lontra canadensis,-81.395825,25.918478,idigbio
Lontra canadensis,-134.4083333333,58.3041666667,idigbio
Lontra canadensis,-122.835,47.5583,idigbio
Lontra canadensis,-122.7072,47.5831,idigbio
Lontra canadensis,-74.781279,41.812691,idigbio
Lontra canadensis,-76.3796,37.7104,idigbio
Lontra canadensis,-133.4,56.15,idigbio
Lontra canadensis,-122.158462,47.343871,idigbio
Lontra canadensis,-90.089788,35.300457,idigbio
Lontra canadensis,-152.30814,57.6208,idigbio
Lontra canadensis,-76.7441667,38.4427778,idigbio
Lontra canadensis,-82.50889,36.02389,idigbio
Lontra canadensis,-89.41306,36.35389000000001,idigbio
Lontra canadensis,-97.348327,35.01497,idigbio
Lontra canadensis,-93.1333333,50.15,idigbio
Lontra canadensis,-74.811542,41.931259,idigbio
Lontra canadensis,-134.4166666667,58.3,idigbio
Lontra canadensis,-154.3974,57.0509,idigbio
Lontra canadensis,-123.48724117539373,46.1544327250688,idigbio
Lontra canadensis,-93.325154,29.797721,idigbio
Lontra canadensis,-82.11389,26.44,idigbio
Lontra canadensis,-147.7163889,64.8377778,idigbio
Lontra canadensis,-122.4431,47.2531,idigbio
Lontra canadensis,-146.0622638889,64.949275,idigbio
Lontra canadensis,-134.0500031,56.5333328,idigbio
Lontra canadensis,-79.3851,35.1914,idigbio
Lontra canadensis,-95.89261686584105,38.359676378497475,idigbio
Lontra canadensis,-74.646268,41.652234,idigbio
Lontra canadensis,-122.5825,47.8544,idigbio
Lontra canadensis,-122.6142,48.442,idigbio
Lontra canadensis,-110.15889,40.9425,idigbio
Lontra canadensis,-74.65795,41.6497,idigbio
Lontra canadensis,-150.1988082924858,60.45318291130204,idigbio
Lontra canadensis,-65.80601556,44.97985204,obis
Lycaon pictus,31.740758,-25.354573,gbif
Lycaon pictus,31.449579,-24.608121,gbif
Lycaon pictus,31.613976,-24.589399,gbif
Lycaon pictus,31.782519,-24.370955,gbif
Lycaon pictus,32.253983,-11.846221,gbif
Lycaon pictus,32.363739,-11.839273,gbif
Lycaon pictus,23.976542,-22.182743,gbif
Lycaon pictus,38.1639,-0.1173,gbif
Lycaon pictus,23.54181,-19.302398,gbif
Lycaon pictus,23.434941,-19.2203,gbif
